m_insp[Msun],mass_aEMS[Msun],M_loss[Msun],m_ins-M_loss
8.999999999999998,328.58361212828146,53.58211257865934,-44.58211257865934
9.099999999999998,328.58361212828146,53.75180118417068,-44.65180118417068
9.199999999999998,328.58361212828146,54.00633409243766,-44.806334092437666
9.299999999999997,328.58361212828146,54.11945982944512,-44.81945982944512
9.399999999999997,328.58361212828146,54.37399273771217,-44.97399273771217
9.499999999999996,328.58361212828146,54.45008843633087,-44.95008843633087
9.599999999999998,328.58361212828146,54.602279833568375,-45.00227983356838
9.699999999999998,328.58361212828146,54.86861477873402,-45.168614778734025
9.799999999999997,328.58361212828146,55.05885402528082,-45.258854025280826
9.899999999999997,328.58361212828146,55.13494972389952,-45.23494972389952
10.0,328.58361212828146,55.41446536387775,-45.41446536387775
15.0,328.58361212828146,65.96600595050633,-50.96600595050633
20.0,328.58361212828146,77.00190305505258,-57.00190305505258
25.0,328.58361212828146,88.48638588083978,-63.48638588083978
30.0,328.58361212828146,99.0460647725724,-69.0460647725724
35.0,328.58361212828146,99.0460647725724,-64.0460647725724
40.0,328.58361212828146,97.04785884184125,-57.04785884184125
45.0,328.58361212828146,95.33452756237303,-50.334527562373026
50.0,328.58361212828146,93.69568404949618,-43.69568404949618
55.0,328.58361212828146,92.25991520332742,-37.259915203327424
60.0,328.58361212828146,90.96733699933117,-30.967336999331167
65.0,328.58361212828146,90.01974524276756,-25.019745242767556
70.0,328.58361212828146,88.88351886287727,-18.883518862877267
75.0,328.58361212828146,88.04506913441945,-13.04506913441945
80.0,328.58361212828146,87.1844876591726,-7.1844876591726035
85.0,328.58361212828146,86.30903238756952,-1.3090323875695162
90.0,328.58361212828146,85.56709149760336,4.432908502396643
95.0,328.58361212828146,84.82548480762826,10.174515192371743
100.0,328.58361212828146,84.12222841211744,15.877771587882563
105.0,328.58361212828146,83.4929990056078,21.5070009943922
110.0,328.58361212828146,82.91912609186089,27.08087390813911
115.0,328.58361212828146,82.33581968060183,32.66418031939817
120.0,328.58361212828146,81.80806626089122,38.19193373910878
125.0,328.58361212828146,81.2939613876687,43.7060386123313
130.0,328.58361212828146,80.72142710610859,49.27857289389141
135.0,328.58361212828146,80.34428710056459,54.655712899435414
140.0,328.58361212828146,79.86238598236939,60.13761401763061
145.0,328.58361212828146,79.4014491263715,65.5985508736285
150.0,328.58361212828146,78.99295904486756,71.00704095513244
155.0,328.58361212828146,78.52162433543991,76.47837566456009
160.0,328.58361212828146,78.20740119582149,81.79259880417851
165.0,328.58361212828146,77.65779476460672,87.34220523539328
170.0,328.58361212828146,77.42354772548025,92.57645227451975
175.0,328.58361212828146,77.00190305505258,97.99809694494742
180.0,328.58361212828146,76.72080660810082,103.27919339189918
185.0,328.58361212828146,76.43971016114904,108.56028983885096
190.0,328.58361212828146,76.06491489854668,113.93508510145332
195.0,328.58361212828146,75.80715154913209,119.19284845086791
200.0,328.58361212828146,75.45440689481046,124.54559310518954
205.0,328.58361212828146,75.21924379192932,129.78075620807067
210.0,328.58361212828146,75.03111330962443,134.96888669037557
215.0,328.58361212828146,74.65485234501463,140.34514765498537
220.0,328.58361212828146,74.37265662155727,145.62734337844273
225.0,328.58361212828146,74.09046089809993,150.90953910190007
230.0,328.58361212828146,73.84345926757436,156.15654073242564
235.0,328.58361212828146,73.70225424251184,161.29774575748814
240.0,328.58361212828146,73.3492416798556,166.6507583201444
245.0,328.58361212828146,73.10213288599627,171.89786711400373
250.0,328.58361212828146,72.89032534840253,177.10967465159746
255.0,328.58361212828146,72.67851781080873,182.32148218919127
260.0,328.58361212828146,72.46671027321503,187.53328972678497
265.0,328.58361212828146,72.18430022309013,192.81569977690987
270.0,328.58361212828146,72.00827456436265,197.99172543563736
275.0,328.58361212828146,71.90285141816639,203.0971485818336
280.0,328.58361212828146,71.74471669887208,208.25528330112792
285.0,328.58361212828146,71.42844726028339,213.5715527397166
290.0,328.58361212828146,71.2703125409891,218.7296874590109
295.0,328.58361212828146,71.11217782169473,223.88782217830527
300.0,328.58361212828146,70.95404310240036,229.04595689759964
305.0,328.58361212828146,70.79590838310608,234.20409161689392
310.0,328.58361212828146,70.53235051761548,239.4676494823845
315.0,328.58361212828146,70.34786001177213,244.65213998822787
320.0,328.58361212828146,70.21608107902686,249.78391892097312
325.0,328.58361212828146,70.05884138828584,254.94115861171417
330.0,328.58361212828146,69.9016016975447,260.0983983024553
335.0,328.58361212828146,69.74436200680367,265.25563799319633
340.0,328.58361212828146,69.50850247069211,270.4914975293079
345.0,328.58361212828146,69.42988262532161,275.5701173746784
350.0,328.58361212828146,69.31195285726584,280.68804714273415
355.0,328.58361212828146,69.15471316652476,285.84528683347526
360.0,328.58361212828146,68.99747347578369,291.0025265242163
365.0,328.58361212828146,68.80092386235737,296.19907613764263
370.0,328.58361212828146,68.68299409430153,301.31700590569847
375.0,328.58361212828146,68.56506432624577,306.43493567375424
380.0,328.58361212828146,68.44713455818999,311.55286544181
385.0,328.58361212828146,68.2505849447636,316.7494150552364
390.0,328.58361212828146,68.1719650993931,321.8280349006069
395.0,328.58361212828146,67.93503571944274,327.06496428055726
400.0,328.58361212828146,67.81657102946757,332.1834289705324
405.0,328.58361212828146,67.75733868447998,337.24266131552
410.0,328.58361212828146,67.63887399450475,342.36112600549524
415.0,328.58361212828146,67.52040930452955,347.47959069547045
420.0,328.58361212828146,67.4019446145544,352.5980553854456
425.0,328.58361212828146,67.16501523460397,357.83498476539603
430.0,328.58361212828146,67.1057828896164,362.8942171103836
435.0,328.58361212828146,66.98731819964124,368.0126818003588
440.0,328.58361212828146,66.80962116467839,373.1903788353216
445.0,328.58361212828146,66.6615403022094,378.3384596977906
450.0,328.58361212828146,66.6615403022094,383.3384596977906
455.0,328.58361212828146,66.57269178472797,388.42730821527203
460.0,328.58361212828146,66.45422709475281,393.5457729052472
465.0,328.58361212828146,66.33576240477765,398.66423759522235
470.0,328.58361212828146,66.23216947274953,403.76783052725045
475.0,328.58361212828146,66.05472712458736,408.9452728754126
480.0,328.58361212828146,65.96600595050633,414.0339940494937
485.0,328.58361212828146,65.87728477642526,419.12271522357474
490.0,328.58361212828146,65.78856360234421,424.2114363976558
495.0,328.58361212828146,65.69984242826312,429.30015757173686
500.0,328.58361212828146,65.61112125418202,434.388878745818
0.7,341.40895961372945,0.0,0.7
0.7999999999999999,341.40895961372945,0.0,0.7999999999999999
0.8999999999999999,341.40895961372945,0.0,0.8999999999999999
1.0,341.40895961372945,0.0,1.0
1.1,341.40895961372945,0.0,1.1
1.1999999999999995,341.40895961372945,0.0,1.1999999999999995
1.2999999999999998,341.40895961372945,0.0,1.2999999999999998
1.4,341.40895961372945,0.0,1.4
1.4999999999999998,341.40895961372945,0.0,1.4999999999999998
1.5999999999999996,341.40895961372945,0.0,1.5999999999999996
1.6999999999999995,341.40895961372945,0.0,1.6999999999999995
1.7999999999999996,341.40895961372945,0.0,1.7999999999999996
1.9,341.40895961372945,0.0,1.9
2.0,341.40895961372945,0.0,2.0
2.1,341.40895961372945,0.0,2.1
2.1999999999999997,341.40895961372945,0.0,2.1999999999999997
2.3,341.40895961372945,0.0,2.3
2.3999999999999995,341.40895961372945,0.0,2.3999999999999995
2.5,341.40895961372945,0.0,2.5
2.6,341.40895961372945,0.0,2.6
2.6999999999999997,341.40895961372945,0.0,2.6999999999999997
2.8,341.40895961372945,0.0,2.8
2.8999999999999995,341.40895961372945,0.0,2.8999999999999995
2.9999999999999987,341.40895961372945,0.0,2.9999999999999987
3.1,341.40895961372945,0.0,3.1
3.1999999999999997,341.40895961372945,0.0,3.1999999999999997
3.3,341.40895961372945,0.0,3.3
3.3999999999999995,341.40895961372945,0.0,3.3999999999999995
3.4999999999999987,341.40895961372945,0.0,3.4999999999999987
3.6,341.40895961372945,0.0,3.6
3.6999999999999993,341.40895961372945,0.0,3.6999999999999993
3.799999999999999,341.40895961372945,0.0,3.799999999999999
3.9,341.40895961372945,0.0,3.9
3.9999999999999987,341.40895961372945,0.0,3.9999999999999987
4.1,341.40895961372945,0.0,4.1
4.199999999999998,341.40895961372945,0.0,4.199999999999998
4.299999999999999,341.40895961372945,0.0,4.299999999999999
4.4,341.40895961372945,0.0,4.4
4.499999999999999,341.40895961372945,0.0,4.499999999999999
4.599999999999999,341.40895961372945,0.0,4.599999999999999
4.699999999999998,341.40895961372945,0.0,4.699999999999998
4.799999999999999,341.40895961372945,0.0,4.799999999999999
4.9,341.40895961372945,0.0,4.9
4.999999999999999,341.40895961372945,0.0,4.999999999999999
5.099999999999999,341.40895961372945,0.0,5.099999999999999
5.199999999999998,341.40895961372945,0.0,5.199999999999998
5.299999999999999,341.40895961372945,46.700034403520085,-41.40003440352009
5.4,341.40895961372945,47.14266261299269,-41.74266261299269
5.499999999999999,341.40895961372945,47.6344717346289,-42.1344717346289
5.599999999999999,341.40895961372945,47.929557207610635,-42.329557207610634
5.699999999999998,341.40895961372945,48.48690894913733,-42.786908949137334
5.799999999999999,341.40895961372945,48.74917521768219,-42.949175217682196
5.9,341.40895961372945,49.01144148622704,-43.111441486227044
5.999999999999999,341.40895961372945,49.27370775477191,-43.27370775477191
6.099999999999999,341.40895961372945,49.47040745618068,-43.37040745618068
6.199999999999998,341.40895961372945,49.7326737247256,-43.532673724725605
6.299999999999999,341.40895961372945,49.86380685899809,-43.56380685899809
6.399999999999999,341.40895961372945,50.25720626181545,-43.85720626181545
6.499999999999999,341.40895961372945,50.41040425273649,-43.91040425273649
6.599999999999999,341.40895961372945,50.58566710030635,-43.98566710030635
6.6999999999999975,341.40895961372945,50.58566710030635,-43.88566710030636
6.799999999999999,341.40895961372945,50.936192795446,-44.136192795446
6.899999999999999,341.40895961372945,51.1990870668007,-44.2990870668007
6.999999999999999,341.40895961372945,51.374349914370505,-44.374349914370505
7.099999999999999,341.40895961372945,51.54961276194035,-44.44961276194035
7.1999999999999975,341.40895961372945,51.72487560951026,-44.52487560951027
7.299999999999999,341.40895961372945,51.98776988086502,-44.68776988086502
7.399999999999999,341.40895961372945,52.07540130464996,-44.67540130464996
7.499999999999999,341.40895961372945,52.163032728434864,-44.663032728434864
7.599999999999999,341.40895961372945,52.425926999789624,-44.82592699978962
7.6999999999999975,341.40895961372945,52.66325600661718,-44.963256006617186
7.799999999999999,341.40895961372945,52.82147534450223,-45.021475344502235
7.899999999999999,341.40895961372945,52.97969468238728,-45.079694682387284
7.999999999999997,341.40895961372945,53.13791402027226,-45.13791402027226
8.099999999999998,341.40895961372945,53.375243027099835,-45.27524302709983
8.199999999999998,341.40895961372945,53.53346236498487,-45.333462364984875
8.299999999999997,341.40895961372945,53.69168170286991,-45.39168170286991
8.399999999999999,341.40895961372945,53.84990104075496,-45.44990104075496
8.499999999999998,341.40895961372945,53.84990104075496,-45.34990104075496
8.599999999999998,341.40895961372945,54.08723004758252,-45.48723004758253
8.699999999999998,341.40895961372945,54.24544938546763,-45.545449385467634
8.799999999999997,341.40895961372945,54.69397810956707,-45.89397810956707
8.899999999999997,341.40895961372945,54.69397810956707,-45.79397810956707
8.999999999999998,341.40895961372945,54.85291924772737,-45.85291924772737
9.099999999999998,341.40895961372945,55.170801524048045,-46.07080152404805
9.199999999999998,341.40895961372945,55.38272304159506,-46.18272304159506
9.299999999999997,341.40895961372945,55.59464455914218,-46.294644559142185
9.399999999999997,341.40895961372945,55.70060531791568,-46.30060531791568
9.499999999999996,341.40895961372945,55.859546456076096,-46.3595464560761
9.599999999999998,341.40895961372945,56.018487594236376,-46.41848759423638
9.699999999999998,341.40895961372945,56.2304091117835,-46.530409111783506
9.799999999999997,341.40895961372945,56.38935024994384,-46.58935024994384
9.899999999999997,341.40895961372945,56.601271767490914,-46.701271767490915
10.0,341.40895961372945,56.83090836386555,-46.83090836386555
15.0,341.40895961372945,67.27543592177925,-52.27543592177925
20.0,341.40895961372945,78.61391108779262,-58.613911087792616
25.0,341.40895961372945,90.79708132655658,-65.79708132655658
30.0,341.40895961372945,101.52133383902418,-71.52133383902418
35.0,341.40895961372945,102.84509272821683,-67.84509272821683
40.0,341.40895961372945,100.96143966051966,-60.96143966051966
45.0,341.40895961372945,98.98599169502572,-53.98599169502572
50.0,341.40895961372945,97.28069734807188,-47.28069734807188
55.0,341.40895961372945,95.82780306463275,-40.82780306463275
60.0,341.40895961372945,94.81396096887278,-34.81396096887278
65.0,341.40895961372945,93.54677459155762,-28.54677459155762
70.0,341.40895961372945,92.5934484664324,-22.593448466432406
75.0,341.40895961372945,91.70832843145004,-16.70832843145004
80.0,341.40895961372945,90.79708132655658,-10.79708132655658
85.0,341.40895961372945,89.94437406006472,-4.9443740600647175
90.0,341.40895961372945,89.17135883094743,0.8286411690525739
95.0,341.40895961372945,88.49140117285249,6.508598827147509
100.0,341.40895961372945,87.76239555392095,12.237604446079047
105.0,341.40895961372945,87.12745517614191,17.872544823858092
110.0,341.40895961372945,86.52760172796079,23.472398272039214
115.0,341.40895961372945,85.94513099957796,29.054869000422045
120.0,341.40895961372945,85.34500964306233,34.654990356937674
125.0,341.40895961372945,84.8336220498115,40.166377950188505
130.0,341.40895961372945,84.33286210537933,45.667137894620666
135.0,341.40895961372945,83.77939058784915,51.22060941215085
140.0,341.40895961372945,83.35769800306416,56.64230199693584
145.0,341.40895961372945,82.88418887373449,62.11581112626551
150.0,341.40895961372945,82.49108964688179,67.50891035311821
155.0,341.40895961372945,82.0586804973439,72.9413195026561
160.0,341.40895961372945,81.62627134780598,78.37372865219402
165.0,341.40895961372945,80.99731258484172,84.00268741515828
170.0,341.40895961372945,80.64191851491613,89.35808148508387
175.0,341.40895961372945,80.22729210000288,94.77270789999712
180.0,341.40895961372945,80.22729210000288,99.77270789999712
185.0,341.40895961372945,79.81266568508973,105.18733431491027
190.0,341.40895961372945,79.39803927017648,110.60196072982352
195.0,341.40895961372945,79.1611098902261,115.8388901097739
200.0,341.40895961372945,78.88007461003586,121.11992538996414
205.0,341.40895961372945,78.61391108779262,126.38608891220738
210.0,341.40895961372945,78.25902639146841,131.7409736085316
215.0,341.40895961372945,77.94850228218466,137.05149771781532
220.0,341.40895961372945,77.637978172901,142.362021827099
225.0,341.40895961372945,77.28309347657682,147.71690652342318
230.0,341.40895961372945,77.28309347657682,152.71690652342318
235.0,341.40895961372945,76.95185719387874,158.04814280612126
240.0,341.40895961372945,76.75370267230227,163.24629732769773
245.0,341.40895961372945,76.42344513634146,168.57655486365854
250.0,341.40895961372945,76.15923910757283,173.84076089242717
255.0,341.40895961372945,75.9610845859964,179.0389154140036
260.0,341.40895961372945,75.63082705003559,184.36917294996442
265.0,341.40895961372945,75.63082705003559,189.36917294996442
270.0,341.40895961372945,75.36662102126695,194.63337897873305
275.0,341.40895961372945,75.16846649969051,199.8315335003095
280.0,341.40895961372945,74.88688360912401,205.11311639087597
285.0,341.40895961372945,74.76231704563888,210.2376829543611
290.0,341.40895961372945,74.63775048215378,215.36224951784624
295.0,341.40895961372945,74.43844398057759,220.56155601942243
300.0,341.40895961372945,74.23913747900139,225.76086252099861
305.0,341.40895961372945,73.99000435203105,231.00999564796894
310.0,341.40895961372945,73.79069785045488,236.20930214954512
315.0,341.40895961372945,73.66613128696974,241.33386871303026
320.0,341.40895961372945,73.51665141078757,246.48334858921243
325.0,341.40895961372945,73.26751828381731,251.7324817161827
330.0,341.40895961372945,73.13081550172761,256.8691844982724
335.0,341.40895961372945,72.86997340647805,262.13002659352196
340.0,341.40895961372945,72.68365762415692,267.3163423758431
345.0,341.40895961372945,72.68365762415692,272.3163423758431
350.0,341.40895961372945,72.38555237244316,277.61444762755684
355.0,341.40895961372945,72.27376290305051,282.7262370969495
360.0,341.40895961372945,72.12471027719364,287.8752897228064
365.0,341.40895961372945,72.05018396426529,292.9498160357347
370.0,341.40895961372945,71.90113133840832,298.09886866159167
375.0,341.40895961372945,71.75207871255145,303.24792128744855
380.0,341.40895961372945,71.5284997737661,308.4715002262339
385.0,341.40895961372945,71.45397346083763,313.54602653916237
390.0,341.40895961372945,71.26765767851653,318.7323423214835
395.0,341.40895961372945,71.1558682091238,323.8441317908762
400.0,341.40895961372945,71.04338011686764,328.95661988313236
405.0,341.40895961372945,70.84652595541928,334.1534740445807
410.0,341.40895961372945,70.70591584009901,339.294084159901
415.0,341.40895961372945,70.5934277478428,344.4065722521572
420.0,341.40895961372945,70.4809396555866,349.5190603444134
425.0,341.40895961372945,70.39657358639448,354.6034264136055
430.0,341.40895961372945,70.19971942494607,359.80028057505393
435.0,341.40895961372945,70.11535335575395,364.88464664424606
440.0,341.40895961372945,70.03098728656182,369.9690127134382
445.0,341.40895961372945,69.91849919430565,375.08150080569436
450.0,341.40895961372945,69.74976705592132,380.2502329440787
455.0,341.40895961372945,69.63727896366521,385.3627210363348
460.0,341.40895961372945,69.55291289447302,390.447087105527
465.0,341.40895961372945,69.3560587330247,395.6439412669753
470.0,341.40895961372945,69.2435706407685,400.7564293592315
475.0,341.40895961372945,69.15920457157631,405.8407954284237
480.0,341.40895961372945,69.08864113426533,410.91135886573466
485.0,341.40895961372945,69.00375830577146,415.99624169422856
490.0,341.40895961372945,68.74910982028977,421.2508901797102
495.0,341.40895961372945,68.74910982028977,426.2508901797102
500.0,341.40895961372945,68.66422699179587,431.3357730082041
0.7,354.81193697883896,0.0,0.7
0.7999999999999999,354.81193697883896,0.0,0.7999999999999999
0.8999999999999999,354.81193697883896,0.0,0.8999999999999999
1.0,354.81193697883896,0.0,1.0
1.1,354.81193697883896,0.0,1.1
1.1999999999999995,354.81193697883896,0.0,1.1999999999999995
1.2999999999999998,354.81193697883896,0.0,1.2999999999999998
1.4,354.81193697883896,0.0,1.4
1.4999999999999998,354.81193697883896,0.0,1.4999999999999998
1.5999999999999996,354.81193697883896,0.0,1.5999999999999996
1.6999999999999995,354.81193697883896,0.0,1.6999999999999995
1.7999999999999996,354.81193697883896,0.0,1.7999999999999996
1.9,354.81193697883896,0.0,1.9
2.0,354.81193697883896,0.0,2.0
2.1,354.81193697883896,0.0,2.1
2.1999999999999997,354.81193697883896,0.0,2.1999999999999997
2.3,354.81193697883896,0.0,2.3
2.3999999999999995,354.81193697883896,0.0,2.3999999999999995
2.5,354.81193697883896,0.0,2.5
2.6,354.81193697883896,0.0,2.6
2.6999999999999997,354.81193697883896,0.0,2.6999999999999997
2.8,354.81193697883896,0.0,2.8
2.8999999999999995,354.81193697883896,0.0,2.8999999999999995
2.9999999999999987,354.81193697883896,0.0,2.9999999999999987
3.1,354.81193697883896,0.0,3.1
3.1999999999999997,354.81193697883896,0.0,3.1999999999999997
3.3,354.81193697883896,0.0,3.3
3.3999999999999995,354.81193697883896,0.0,3.3999999999999995
3.4999999999999987,354.81193697883896,0.0,3.4999999999999987
3.6,354.81193697883896,0.0,3.6
3.6999999999999993,354.81193697883896,0.0,3.6999999999999993
3.799999999999999,354.81193697883896,0.0,3.799999999999999
3.9,354.81193697883896,0.0,3.9
3.9999999999999987,354.81193697883896,0.0,3.9999999999999987
4.1,354.81193697883896,0.0,4.1
4.199999999999998,354.81193697883896,0.0,4.199999999999998
4.299999999999999,354.81193697883896,0.0,4.299999999999999
4.4,354.81193697883896,0.0,4.4
4.499999999999999,354.81193697883896,0.0,4.499999999999999
4.599999999999999,354.81193697883896,0.0,4.599999999999999
4.699999999999998,354.81193697883896,0.0,4.699999999999998
4.799999999999999,354.81193697883896,0.0,4.799999999999999
4.9,354.81193697883896,0.0,4.9
4.999999999999999,354.81193697883896,0.0,4.999999999999999
5.099999999999999,354.81193697883896,0.0,5.099999999999999
5.199999999999998,354.81193697883896,0.0,5.199999999999998
5.299999999999999,354.81193697883896,0.0,5.299999999999999
5.4,354.81193697883896,0.0,5.4
5.499999999999999,354.81193697883896,0.0,5.499999999999999
5.599999999999999,354.81193697883896,0.0,5.599999999999999
5.699999999999998,354.81193697883896,48.210581742168245,-42.51058174216825
5.799999999999999,354.81193697883896,49.11617174209704,-43.31617174209704
5.9,354.81193697883896,49.568966742061484,-43.668966742061485
5.999999999999999,354.81193697883896,50.134960492017,-44.134960492017
6.099999999999999,354.81193697883896,50.434753586175304,-44.3347535861753
6.199999999999998,354.81193697883896,50.6595984067941,-44.45959840679411
6.299999999999999,354.81193697883896,50.9593915009524,-44.6593915009524
6.399999999999999,354.81193697883896,51.259184595110625,-44.85918459511063
6.499999999999999,354.81193697883896,51.484029415729374,-44.984029415729374
6.599999999999999,354.81193697883896,51.708874236348095,-45.10887423634809
6.6999999999999975,354.81193697883896,51.85877078342717,-45.15877078342717
6.799999999999999,354.81193697883896,52.23351215112501,-45.433512151125015
6.899999999999999,354.81193697883896,52.38340869820416,-45.48340869820416
6.999999999999999,354.81193697883896,52.608253518822885,-45.608253518822885
7.099999999999999,354.81193697883896,52.83350970862239,-45.733509708622385
7.1999999999999975,354.81193697883896,52.983817624882434,-45.78381762488244
7.299999999999999,354.81193697883896,53.23433081864902,-45.93433081864902
7.399999999999999,354.81193697883896,53.28443345740237,-45.88443345740237
7.499999999999999,354.81193697883896,53.58504928992234,-46.08504928992234
7.599999999999999,354.81193697883896,53.68525456742901,-46.08525456742901
7.6999999999999975,354.81193697883896,53.885665122442276,-46.18566512244228
7.799999999999999,354.81193697883896,54.08607567745559,-46.28607567745559
7.899999999999999,354.81193697883896,54.28648623246885,-46.386486232468854
7.999999999999997,354.81193697883896,54.48689678748213,-46.48689678748213
8.099999999999998,354.81193697883896,54.58710206498881,-46.48710206498882
8.199999999999998,354.81193697883896,54.78751262000208,-46.58751262000209
8.299999999999997,354.81193697883896,55.0542605384481,-46.7542605384481
8.399999999999999,354.81193697883896,55.109774752094545,-46.709774752094546
8.499999999999998,354.81193697883896,55.38734582032686,-46.88734582032686
8.599999999999998,354.81193697883896,55.44286003397338,-46.84286003397338
8.699999999999998,354.81193697883896,55.664916888559176,-46.96491688855918
8.799999999999997,354.81193697883896,55.886973743145006,-47.08697374314501
8.899999999999997,354.81193697883896,55.99800217043792,-47.09800217043792
8.999999999999998,354.81193697883896,56.22005902502376,-47.22005902502376
9.099999999999998,354.81193697883896,56.33108745231669,-47.231087452316686
9.199999999999998,354.81193697883896,56.553144306902524,-47.35314430690253
9.299999999999997,354.81193697883896,56.7752011614884,-47.4752011614884
9.399999999999997,354.81193697883896,56.88622958878132,-47.48622958878132
9.499999999999996,354.81193697883896,57.18189186421506,-47.68189186421506
9.599999999999998,354.81193697883896,57.32910270591095,-47.72910270591095
9.699999999999998,354.81193697883896,57.623524389302766,-47.92352438930277
9.799999999999997,354.81193697883896,57.69712981015073,-47.89712981015073
9.899999999999997,354.81193697883896,57.917946072694576,-48.01794607269458
10.0,354.81193697883896,58.13876233523842,-48.13876233523842
15.0,354.81193697883896,68.67973964793062,-53.67973964793062
20.0,354.81193697883896,80.23465894299511,-60.23465894299511
25.0,354.81193697883896,93.03794601523643,-68.03794601523643
30.0,354.81193697883896,103.9449654380639,-73.9449654380639
35.0,354.81193697883896,107.2011786270295,-72.2011786270295
40.0,354.81193697883896,104.87563844184541,-64.87563844184541
45.0,354.81193697883896,103.23022790561063,-58.23022790561063
50.0,354.81193697883896,101.47108495277566,-51.471084952775655
55.0,354.81193697883896,99.9305790930701,-44.930579093070094
60.0,354.81193697883896,98.74798700817166,-38.74798700817166
65.0,354.81193697883896,97.73583947048883,-32.73583947048883
70.0,354.81193697883896,96.68160800852652,-26.681608008526524
75.0,354.81193697883896,95.6582074758798,-20.658207475879806
80.0,354.81193697883896,94.69511437009089,-14.695114370090891
85.0,354.81193697883896,93.8375826725691,-8.837582672569098
90.0,354.81193697883896,93.03794601523643,-3.037946015236429
95.0,354.81193697883896,92.35331079519302,2.6466892048069752
100.0,354.81193697883896,91.506741701936,8.493258298064006
105.0,354.81193697883896,90.95223436392938,14.047765636070622
110.0,354.81193697883896,90.33832168219004,19.661678317809958
115.0,354.81193697883896,89.69431948706642,25.305680512933577
120.0,354.81193697883896,89.11636879913503,30.88363120086497
125.0,354.81193697883896,88.57144386479972,36.42855613520028
130.0,354.81193697883896,88.08432614448272,41.915673855517284
135.0,354.81193697883896,87.57983156236793,47.42016843763207
140.0,354.81193697883896,87.0566519957303,52.943348004269694
145.0,354.81193697883896,86.53379286683668,58.46620713316332
150.0,354.81193697883896,86.10526656749813,63.894733432501866
155.0,354.81193697883896,85.6767402681596,69.3232597318404
160.0,354.81193697883896,85.15505607766052,74.84494392233948
165.0,354.81193697883896,84.9314771388752,80.0685228611248
170.0,354.81193697883896,84.44635748197673,85.55364251802327
175.0,354.81193697883896,83.99640511295195,91.00359488704805
180.0,354.81193697883896,83.71518488231145,96.28481511768855
185.0,354.81193697883896,83.32147655941475,101.67852344058525
190.0,354.81193697883896,82.95589025958213,107.04410974041787
195.0,354.81193697883896,82.64654800587763,112.35345199412237
200.0,354.81193697883896,82.32185284238665,117.67814715761335
205.0,354.81193697883896,82.06720435690494,122.93279564309506
210.0,354.81193697883896,81.72767304292931,128.27232695707067
215.0,354.81193697883896,81.43937027307582,133.56062972692416
220.0,354.81193697883896,81.13498747860086,138.86501252139914
225.0,354.81193697883896,80.98279608136339,144.0172039186366
230.0,354.81193697883896,80.83060468412589,149.1693953158741
235.0,354.81193697883896,80.54575471976585,154.45424528023415
240.0,354.81193697883896,80.23465894299511,159.7653410570049
245.0,354.81193697883896,79.98012603472826,165.01987396527176
250.0,354.81193697883896,79.75387456071314,170.24612543928686
255.0,354.81193697883896,79.41449734969059,175.58550265030942
260.0,354.81193697883896,79.21652730992736,180.78347269007264
265.0,354.81193697883896,79.13168300717167,185.86831699282834
270.0,354.81193697883896,78.82058723040097,191.17941276959903
275.0,354.81193697883896,78.67918005914159,196.32081994085843
280.0,354.81193697883896,78.48197736405616,201.51802263594385
285.0,354.81193697883896,78.14566953174455,206.85433046825545
290.0,354.81193697883896,78.06159257366664,211.93840742633336
295.0,354.81193697883896,77.85140017847186,217.14859982152814
300.0,354.81193697883896,77.59916930423816,222.40083069576184
305.0,354.81193697883896,77.38897690904336,227.61102309095662
310.0,354.81193697883896,77.22082299288758,232.77917700711242
315.0,354.81193697883896,76.96859211865382,238.03140788134618
320.0,354.81193697883896,76.80043820249801,243.19956179750199
325.0,354.81193697883896,76.59024580730318,248.40975419269682
330.0,354.81193697883896,76.39097401444764,253.60902598555236
335.0,354.81193697883896,76.2337407006309,258.7662592993691
340.0,354.81193697883896,76.04506072405091,263.9549392759491
345.0,354.81193697883896,76.04506072405091,268.9549392759491
350.0,354.81193697883896,75.79348742194416,274.2065125780558
355.0,354.81193697883896,75.66770077089085,279.33229922910914
360.0,354.81193697883896,75.54191411983743,284.45808588016257
365.0,354.81193697883896,75.29034081773081,289.7096591822692
370.0,354.81193697883896,75.10166084115076,294.89833915884924
375.0,354.81193697883896,74.97587419009744,300.02412580990256
380.0,354.81193697883896,74.91298086457068,305.08701913542933
385.0,354.81193697883896,74.78719421351737,310.21280578648265
390.0,354.81193697883896,74.53562091141066,315.46437908858934
395.0,354.81193697883896,74.39489798052199,320.605102019478
400.0,354.81193697883896,74.30108269326291,325.6989173067371
405.0,354.81193697883896,74.11345211874477,330.88654788125524
410.0,354.81193697883896,73.97272918785609,336.0272708121439
415.0,354.81193697883896,73.83200625696747,341.1679937430325
420.0,354.81193697883896,73.7381909697084,346.2618090302916
425.0,354.81193697883896,73.64437568244932,351.3556243175507
430.0,354.81193697883896,73.55056039519025,356.44943960480975
435.0,354.81193697883896,73.36292982067215,361.63707017932785
440.0,354.81193697883896,73.26911453341307,366.7308854665869
445.0,354.81193697883896,73.175299246154,371.824700753846
450.0,354.81193697883896,72.9407610280063,377.0592389719937
455.0,354.81193697883896,72.80003809711764,382.19996190288236
460.0,354.81193697883896,72.80003809711764,387.19996190288236
465.0,354.81193697883896,72.65931516622902,392.340684833771
470.0,354.81193697883896,72.56549987896993,397.43450012103006
